174,Melyik országban található a Lake Natron?,Tanzánia,Kenya,Uganda,Ruanda,2,Vörös színű, sós tó.,3
175,Melyik országban található a Aogashima vulkáni sziget?,Japán,Indonézia,Fülöp-szigetek,Tajvan,2,Elzárt sziget Tokió közelében.,3
386,Melyik zeneszerző írta a „4’33””-t?,John Cage,Philip Glass,Steve Reich,Terry Riley,4,Csend művészete.,3
387,Mi a különbség a hangszín és a hangmagasság között?,minőség vs frekvencia,gyors vs lassú,ritmus,szöveg,4,Akusztikai fogalom.,3
388,Melyik zeneszerző volt a szintetizátor úttörője?,Wendy Carlos,Bob Moog,Brian Eno,Jean-Michel Jarre,4,„Switched-On Bach” alkotója.,3
389,Mi jellemzi a ambient zenét?,hangulatközpontúság,ritmusváltás,szöveges rész,hangnemváltás,4,Brian Eno stílusa.,3
390,Melyik zeneszerző írta a „Oxygène”-t?,Jean-Michel Jarre,Brian Eno,Wendy Carlos,Kraftwerk,4,Elektronikus zenei klasszikus.,3
391,Mi a különbség a groove és a beat között?,érzet vs alapritmus,gyors vs lassú,hangszín,szöveg,4,Ritmikai fogalom.,3
392,Melyik zeneszerző volt a krautrock egyik alapítója?,Kraftwerk,Can,Neu!,Tangerine Dream,4,Német elektronikus zene.,3
393,Mi jellemzi a poliritmiát?,több ritmus egyidejűleg,hangnemváltás,szöveg,hangszín,4,Komplex ritmikai szerkezet.,3
394,Melyik zeneszerző írta a „Different Trains”-t?,Steve Reich,Philip Glass,John Adams,Terry Riley,4,Minimalista vonatkompozíció.,3
395,Mi a különbség a forma és a struktúra között?,elrendezés vs felépítés,gyors vs lassú,hangszín,ritmus,4,Zeneelméleti fogalom.,3
396,Melyik zeneszerző volt a hanginstallációk úttörője?,Max Neuhaus,Brian Eno,John Cage,Steve Reich,4,Térbeli hangművészet.,3
397,Mi jellemzi a glitch zenét?,hibák hangzásként,szöveg,ritmusváltás,hangnemváltás,4,Digitális zenei irányzat.,3
398,Melyik zeneszerző írta a „Disintegration Loops”-t?,William Basinski,Brian Eno,Steve Reich,Philip Glass,4,Magnetofonszalag bomlása.,3
399,Mi a különbség a remix és a mashup között?,újragondolás vs keverés,gyors vs lassú,hangszín,szöveg,
361,Melyik évben jelent meg Beethoven 9. szimfóniája?,1824,1801,1830,1795,4,A „Örömóda” szimfóniája.,3
362,Mi jellemzi az atonális zenét?,nincs hangnem,lassú tempó,egyszerű ritmus,szöveges rész,4,20. századi újítás.,3
363,Mi a különbség a dodekafónia és a tonalitás között?,hangnem nélküli vs hangnem alapú,gyors vs lassú,szöveges vs hangszeres,ritmusváltás,4,Schoenberg technikája.,3
364,Melyik zeneszerző alkotta meg a 12 fokú sorozatot?,Schoenberg,Berg,Webern,Stravinsky,4,Dodekafónia atyja.,3
365,Mi a szerepe a motívumnak egy zeneműben?,építőelem,tétel,hangnem,ritmus,4,Zenei gondolat.,3
366,Melyik korszakban alkotott Igor Stravinsky?,20. század,19. század,18. század,21. század,4,A „Tavaszi áldozat” szerzője.,3
367,Mi a különbség a szekvencia és az imitáció között?,ismétlés vs utánzás,gyors vs lassú,hangnemváltás,ritmusváltás,4,Zenei szerkesztési mód.,3
368,Melyik zeneszerző volt a Neue Musik egyik vezéralakja?,Webern,Schoenberg,Berg,Boulez,4,20. századi avantgárd.,3
369,Mi a szerepe a kromatikának a zenében?,hangnem színezése,ritmusváltás,szöveges rész,hangszeres váltás,4,Félhangos mozgás.,3
370,Melyik műfajban jellemző a szabad forma?,szabad improvizáció,szimfónia,szonáta,opera,4,Modern zenei irányzat.,3
371,Mi a különbség a aleatória és a improvizáció között?,előre meghatározott vs szabad,gyors vs lassú,hangnemváltás,ritmusváltás,4,John Cage technikája.,3
372,Melyik zeneszerző írta a „Tavaszi áldozat”-ot?,Stravinsky,Schoenberg,Berg,Debussy,4,Balettbotrány Párizsban.,3
373,Mi a szerepe a szekvenciának a zenében?,motívum ismétlése különböző hangmagasságokon,ritmusváltás,hangnemváltás,szöveges rész,4,Szerkesztési technika.,3
374,Melyik zeneszerző volt a minimalizmus képviselője?,Philip Glass,Steve Reich,John Adams,Terry Riley,4,Ismétlődő motívumok.,3
375,Mi a különbség a modális és a tonális zene között?,skálák vs hangnem,gyors vs lassú,hangszín,ritmus,4,Modális: középkori eredet.,3
376,Melyik zeneszerző írta a „Puszta ország”-ot?,T.S. Eliot,Philip Glass,John Cage,Igor Stravinsky,4,Vers, nem zenemű.,3
377,Mi jellemzi a szimbolista zenét?,hangulatfestés,szöveges rész,ritmusváltás,hangnemváltás,4,Debussy stílusa.,3
378,Melyik zeneszerző volt a futurizmus zenei képviselője?,Luigi Russolo,Igor Stravinsky,Arnold Schoenberg,Claude Debussy,4,Zajzene úttörője.,3
379,Mi a különbség a mikrotonalitás és a kromatika között?,félhang alatti vs félhangos mozgás,gyors vs lassú,hangszín,ritmus,4,Modern hangrendszer.,3
380,Melyik zeneszerző írta a „Music for 18 Musicians”-t?,Steve Reich,Philip Glass,John Adams,Terry Riley,4,Minimalista remekmű.,3
381,Mi jellemzi a spektrális zenét?,hangszín alapú szerkesztés,ritmusváltás,szöveges rész,hangnemváltás,4,20. századi francia irányzat.,3
382,Melyik zeneszerző volt a spektrális zene úttörője?,Grisey,Murail,Boulez,Stockhausen,4,Hangszínkutatás.,3
383,Mi a különbség a elektronikus és elektroakusztikus zene között?,digitális vs analóg forrás,gyors vs lassú,hangszín,ritmus,4,Technikai különbség.,3
384,Melyik zeneszerző írta a „Poème électronique”-ot?,Edgard Varèse,Stockhausen,Boulez,Cage,4,Elektronikus zenei klasszikus.,3
385,Mi jellemzi a konceptuális zenét?,ötlet a középpontban,nincs hang,ritmusváltás,hangnemváltás,4,John Cage irányzata.,3
386,Melyik zeneszerző írta a „4’33””-t?,John Cage,Philip Glass,Steve Reich,Terry Riley,4,Csend művészete.,3
387,Mi a különbség a hangszín és a hangmagasság között?,minőség vs frekvencia,gyors vs lassú,ritmus,szöveg,4,Akusztikai fogalom.,3
388,Melyik zeneszerző volt a szintetizátor úttörője?,Wendy Carlos,Bob Moog,Brian Eno,Jean-Michel Jarre,4,„Switched-On Bach” alkotója.,3
389,Mi jellemzi a ambient zenét?,hangulatközpontúság,ritmusváltás,szöveges rész,hangnemváltás,4,Brian Eno stílusa.,3
390,Melyik zeneszerző írta a „Oxygène”-t?,Jean-Michel Jarre,Brian Eno,Wendy Carlos,Kraftwerk,4,Elektronikus zenei klasszikus.,3
391,Mi a különbség a groove és a beat között?,érzet vs alapritmus,gyors vs lassú,hangszín,szöveg,4,Ritmikai fogalom.,3
392,Melyik zeneszerző volt a krautrock egyik alapítója?,Kraftwerk,Can,Neu!,Tangerine Dream,4,Német elektronikus zene.,3
393,Mi jellemzi a poliritmiát?,több ritmus egyidejűleg,hangnemváltás,szöveg,hangszín,4,Komplex ritmikai szerkezet.,3
394,Melyik zeneszerző írta a „Different Trains”-t?,Steve Reich,Philip Glass,John Adams,Terry Riley,4,Minimalista vonatkompozíció.,3
395,Mi a különbség a forma és a struktúra között?,elrendezés vs felépítés,gyors vs lassú,hangszín,ritmus,4,Zeneelméleti fogalom.,3
396,Melyik zeneszerző volt a hanginstallációk úttörője?,Max Neuhaus,Brian Eno,John Cage,Steve Reich,4,Térbeli hangművészet.,3
397,Mi jellemzi a glitch zenét?,hibák hangzásként,szöveg,ritmusváltás,hangnemváltás,4,Digitális zenei irányzat.,3
398,Melyik zeneszerző írta a „Disintegration Loops”-t?,William Basinski,Brian Eno,Steve Reich,Philip Glass,4,Magnetofonszalag bomlása.,3
399,Mi a különbség a remix és a mashup között?,újragondolás vs keverés,gyors vs lassú,hangszín,szöveg,
400,Mi a különbség a remix és a mashup között?,újragondolás vs keverés,eredeti vs feldolgozás,lassú vs gyors,hangnem vs ritmus,4,Zenei újraértelmezés vs több dal kombinálása.,3
401,Hány percig tart egy hivatalos futballmérkőzés?,90,60,80,100,5,Két félidőből áll.,1
402,Hány játékos van egy kosárlabdacsapatban egyszerre a pályán?,5,6,7,4,5,Alapfelállás.,1
403,Melyik sportban használják a palánkot?,kosárlabda,foci,tenisz,röplabda,5,Dobás célfelülete.,1
404,Hány gyűrű van az olimpiai zászlón?,5,4,6,7,5,Kontinensek jelképei.,1
405,Melyik sportban van tizenegyes rúgás?,foci,kosárlabda,tenisz,vívás,5,Büntetőrúgás.,1
406,Hány játékos van egy kézilabdacsapatban a pályán?,7,6,8,9,5,Labdás csapatsport.,1
407,Melyik sportban használják a pingponglabdát?,asztalitenisz,tenisz,foci,kosárlabda,5,Kis ütős játék.,1
408,Hány pontot ér egy touchdown az amerikai fociban?,6,3,5,7,5,Pontszerzés módja.,1
409,Melyik sportban van szerva és gém?,tenisz,foci,kosárlabda,úszás,5,Ütős pályajáték.,1
410,Hány játékos van egy röplabdacsapatban a pályán?,6,5,7,8,5,Háló fölött játszott csapatjáték.,1
411,Melyik sportban van ring?,ökölvívás,foci,tenisz,úszás,5,Küzdősport.,1
412,Hány pontot ér egy hárompontos dobás kosárlabdában?,3,2,1,4,5,Távoli találat.,1
413,Melyik sportban van kapus?,foci,tenisz,röplabda,asztalitenisz,5,Védelmi szerep.,1
414,Hány szettből áll egy Grand Slam döntő férfi teniszben?,5,3,4,2,5,Hosszú mérkőzés.,1
415,Melyik sportban van súlylökés?,atlétika,foci,tenisz,úszás,5,Dobószám.,1
416,Hány játékos van egyszerre a jégkorongpályán egy csapatból?,6,5,7,11,5,Jégen játszott csapatsport.,1
417,Melyik sportban van sarokdobás?,foci,kosárlabda,tenisz,röplabda,5,Szöglet.,1
418,Hány pontot ér egy gól a fociban?,1,2,3,4,5,Alap pontszerzés.,1
419,Melyik sportban van pompom?,cheerleading,foci,tenisz,atlétika,5,Látványos csapatmozgás.,1
420,Hány játékos van egy vízilabdacsapatban a vízben?,7,6,8,9,5,Vizes csapatsport.,1
421,Melyik sportban van bicikli?,kerékpár,futás,foci,tenisz,5,Kétkerekű sport.,1
422,Hány pontot ér egy büntetődobás kosárlabdában?,1,2,3,4,5,Szabálytalanság után.,1
423,Melyik sportban van célfotó?,atlétika,foci,tenisz,úszás,5,Gyorsasági döntés.,1
424,Hány játékos van egy baseballcsapatban a pályán?,9,8,10,11,5,Amerikai sport.,1
425,Melyik sportban van vívótőr?,vívás,foci,tenisz,úszás,5,Kardos sportág.,1
426,Hány pontot ér egy büntetőrúgás a rögbiben?,3,2,5,4,5,Pontszerzés módja.,1
427,Melyik sportban van palánkra dobás?,kosárlabda,foci,tenisz,röplabda,5,Dobás célfelülete.,1
428,Hány játékos van egy krikettcsapatban?,11,10,9,12,5,Labdás ütős játék.,1
429,Melyik sportban van síugrás?,síelés,futás,foci,tenisz,5,Téli extrém sport.,1
430,Hány pontot ér egy büntetőrúgás a fociban?,1,2,3,4,5,Büntetőhelyzet.,1
431,Melyik évben rendezték az első modern olimpiát?,1896,1900,1888,1912,5,Athénban indult újra.,2
432,Hány játékos van egy baseballcsapatban a pályán?,9,8,10,11,5,Amerikai sport.,2
433,Melyik városban rendezték a 2012-es nyári olimpiát?,London,Rio,Peking,Athén,5,Brit főváros.,2
434,Hány percig tart egy hivatalos kosárlabdamérkőzés?,40,48,60,30,5,Nemzetközi szabályok szerint.,2
435,Melyik sportban használják a scrum kifejezést?,rögbi,foci,kosárlabda,tenisz,5,Labdáért való küzdelem.,2
436,Hány játékos van egy vízilabdacsapatban a vízben?,7,6,8,9,5,Vizes csapatsport.,2
437,Melyik városban rendezték a 2008-as nyári olimpiát?,Peking,Rio,London,Sydney,5,Kínai főváros.,2
438,Hány pontot ér egy büntetőrúgás a rögbiben?,3,2,5,4,5,Pontszerzés módja.,2
439,Melyik sportban használják az icing szabályt?,jégkorong,foci,tenisz,úszás,5,Passzszabály jégen.,2
440,Hány játékos van egy krikettcsapatban?,11,10,9,12,5,Labdás ütős játék.,2
441,Melyik városban rendezték a 2016-os nyári olimpiát?,Rio de Janeiro,London,Peking,Athén,5,Brazil város.,2
442,Hány pontot ér egy büntetődobás kosárlabdában?,1,2,3,4,5,Szabálytalanság után.,2
443,Melyik sportban használják a break és frame kifejezéseket?,snooker,tenisz,foci,kosárlabda,5,Billiárd alapú játék.,2
444,Hány játékos van egy kézilabdacsapatban a pályán?,7,6,8,9,5,Labdás csapatsport.,2
445,Melyik városban rendezték az 1980-as nyári olimpiát?,Moszkva,Los Angeles,Szöul,Montreal,5,Szovjetunió fővárosa.,2
446,Hány pontot ér egy touchdown az amerikai fociban?,6,3,5,7,5,Pontszerzés módja.,2
447,Melyik sportban használják a pompomot?,cheerleading,foci,tenisz,atlétika,5,Látványos csapatmozgás.,2
448,Hány játékos van egy röplabdacsapatban a pályán?,6,5,7,8,5,Háló fölött játszott csapatjáték.,2
449,Melyik városban rendezték az 1992-es nyári olimpiát?,Barcelona,Atlanta,Sydney,Athén,5,Spanyol város.,2
450,Hány pontot ér egy gól a fociban?,1,2,3,4,5,Alap pontszerzés.,2
451,Melyik sportban használják a vívótőrt?,vívás,foci,tenisz,úszás,5,Kardos sportág.,2
452,Hány játékos van egy jégkorongcsapatban egyszerre a pályán?,6,5,7,11,5,Jégen játszott csapatsport.,2
453,Melyik városban rendezték a 2000-es nyári olimpiát?,Sydney,Athén,Atlanta,London,5,Ausztrál város.,2
454,Hány pontot ér egy hárompontos dobás kosárlabdában?,3,2,1,4,5,Távoli találat.,2
455,Melyik sportban van súlylökés?,atlétika,foci,tenisz,úszás,5,Dobószám.,2
456,Hány játékos van egy focicsapatban a pályán?,11,10,9,12,5,Labdarúgás szabályai.,2
457,Melyik városban rendezték az 1972-es nyári olimpiát?,München,Montreal,Tokió,Róma,5,Német város.,2
458,Hány pontot ér egy büntetőrúgás a fociban?,1,2,3,4,5,Büntetőhelyzet.,2
459,Melyik sportban van palánkra dobás?,kosárlabda,foci,tenisz,röplabda,5,Dobás célfelülete.,2
460,Hány gyűrű van az olimpiai zászlón?,5,4,6,7,5,Kontinensek jelképei.,2
461,Ki volt az első magyar olimpiai bajnok?,Hajós Alfréd,Puskás Ferenc,Egerszegi Krisztina,Darnyi Tamás,5,1896-ban úszásban nyert.,3
462,Melyik évben rendezték az első modern olimpiát?,1896,1900,1888,1912,5,Athénban indult újra.,3
463,Hány olimpiai aranyérmet nyert Egerszegi Krisztina?,5,4,6,3,5,Hátúszásban és vegyesben.,3
464,Melyik városban rendezték az 1936-os olimpiát?,Berlin,Róma,Athén,London,5,Németország fővárosa.,3
465,Ki volt a legeredményesebb magyar vívó?,Gerevich Aladár,Kovács István,Balogh Károly,Fazekas Mihály,5,7 olimpiai arany.,3
466,Melyik sportágban nyert Puskás Ferenc hírnevet?,labdarúgás,kosárlabda,vívás,tenisz,5,Az Aranycsapat kapitánya.,3
467,Melyik városban rendezték az 1952-es olimpiát?,Helsinki,Róma,London,Tokió,5,Finnország fővárosa.,3
468,Hány aranyérmet nyert Hosszú Katinka Rióban?,3,2,4,1,5,2016 Iron Lady.,3
469,Melyik sportágban nyert Darnyi Tamás olimpiai aranyat?,úszás,vívás,futás,kerékpár,5,400 vegyesben.,3
470,Melyik városban rendezték az 1964-es olimpiát?,Tokió,Róma,Mexikóváros,Montreal,5,Ázsiai olimpia.,3
471,Ki volt az első női magyar olimpiai bajnok?,Keleti Ágnes,Egerszegi Krisztina,Hosszú Katinka,Gerevich Aladár,5,Torna, 1952 Helsinki.,3
472,Melyik városban rendezték az 1976-os olimpiát?,Montreal,München,Szöul,Sydney,5,Kanadai város.,3
473,Hány aranyérmet nyert Kovács Katalin kajakban?,3,2,4,5,5,Olimpiai bajnok kajakozó.,3
474,Melyik sportágban nyert Balczó András olimpiai aranyat?,öttusa,futás,vívás,úszás,5,Magyar legenda.,3
475,Melyik városban rendezték az 1988-as olimpiát?,Szöul,Los Angeles,Moszkva,Sydney,5,Dél-Korea fővárosa.,3
476,Hány olimpiai aranyérmet nyert a magyar vízilabda válogatott 2000–2008 között?,3,2,4,1,5,Zsinórban három győzelem.,3
477,Melyik sportágban nyert Pars Krisztián olimpiai aranyat?,kalapácsvetés,futás,úszás,vívás,5,2012 London.,3
478,Melyik városban rendezték az 1924-es olimpiát?,Párizs,Athén,Róma,London,5,Francia főváros.,3
479,Hány aranyérmet nyert Egerszegi Krisztina Barcelonában?,3,2,4,1,5,1992-es olimpia.,3
480,Melyik sportágban nyert Csipes Tamara olimpiai aranyat?,kajak,foci,vívás,úszás,5,2020 Tokió.,3
481,Melyik városban rendezték az 2004-es olimpiát?,Athén,Sydney,London,Peking,5,Görögország fővárosa.,3
482,Hány aranyérmet nyert a magyar tornász Keleti Ágnes?,5,4,3,6,5,1952–1956 között.,3
483,Melyik sportágban nyert Janics Natasa olimpiai aranyat?,kajak,vívás,úszás,foci,5,2004 Athén.,3
484,Melyik városban rendezték az 1968-as olimpiát?,Mexikóváros,Róma,Tokió,Montreal,5,Latin-Amerika.,3
485,Hány aranyérmet nyert a magyar vívó Kovács István?,3,2,4,5,5,Olimpiai bajnok.,3
486,Melyik sportágban nyert Gyurta Dániel olimpiai aranyat?,úszás,foci,vívás,atlétika,5,200 m mell, 2012 London.,3
487,Melyik városban rendezték az 1996-os olimpiát?,Atlanta,Sydney,Athén,London,5,USA déli városa.,3
488,Hány aranyérmet nyert a magyar kajakos Douchev-Janics Natasa?,3,2,4,1,5,Olimpiai bajnok.,3
489,Melyik sportágban nyert Kiss László olimpiai aranyat?,úszás,foci,vívás,atlétika,5,Magyar úszóedző legendája.,3
490,Melyik városban rendezték az 1984-es olimpiát?,Los Angeles,Moszkva,Szöul,Sydney,5,USA nyugati part.,3
491,Hány aranyérmet nyert a magyar vízilabda válogatott összesen?,9,8,10,7,5,Olimpiai rekord.,3
492,Melyik sportágban nyert Kovács Katalin és Janics Natasa párosban?,kajak,foci,vívás,úszás,5,Arany páros.,3
493,Melyik városban rendezték az 1972-es olimpiát?,München,Montreal,Tokió,Róma,5,Német város.,3
494,Hány aranyérmet nyert a magyar úszó Darnyi Tamás?,4,3,5,2,5,1988–1992.,3
495,Melyik sportágban nyert Szabó Gabriella olimpiai aranyat?,kajak,vívás,úszás,foci,5,2012 London.,3
496,Melyik városban rendezték az 1960-as olimpiát?,Róma,Athén,Tokió,London,5,Olasz főváros.,3
497,Hány aranyérmet nyert a magyar vívó Gerevich Aladár?,7,6,5,8,5,Olimpiai rekord.,3
498,Melyik sportágban nyert Egerszegi Krisztina öt aranyat?,úszás,foci,vívás,atlétika,5,Hátúszás és vegyes.,3
499,Melyik városban rendezték az 2000-es olimpiát?,Sydney,Athén,Atlanta,London,5,Ausztrál város.,3
500,Hány aranyérmet nyert a magyar kajakos Kovács Katalin?,3,2,4,5,5,Olimpiai bajnok.,3
